stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
1221,6639,PARLIAMENT ST AT KING ST EAST,,43.652663,-79.363101,,,,,1
1222,4568,RONCESVALLES AVE AT BOUSTEAD AVE NORTH SIDE,,43.653517,-79.451696,,,,,2
1223,7814,HARBORD ST AT OSSINGTON AVE,,43.658679,-79.423989,,,,,1
1224,7350,SPADINA RD AT DUPONT ST (DUPONT STATION),,43.674729,-79.406923,,,,,1
1226,5869,166 NORFINCH DR,,43.766395,-79.530556,,,,,1
1227,5200,OPPOSITE 2111 LAKE SHORE BLVD WEST,,43.628961,-79.478358,,,,,2
1228,9432,NORTH RIVERMEDE RD AT CONNIE ST,,43.820155,-79.48438,,,,,2
1229,3684,GREENWOOD AVE AT QUEEN ST EAST NORTH SIDE,,43.664717,-79.32535,,,,,1
1230,4008,8600 KEELE ST,,43.82261,-79.505027,,,,,1
1231,2603,1150 FINCH AVE WEST,,43.765277,-79.483641,,,,,1
1232,3273,ALBION RD AT HUMBERLINE DR EAST SIDE,,43.746681,-79.621504,,,,,1
1233,5160,LAKE SHORE BLVD WEST AT TWENTY EIGHTH ST,,43.595704,-79.527713,,,,,2
1234,4936,1290 DANFORTH RD,,43.740776,-79.245613,,,,,1
1235,5850,100 NORFINCH DR,,43.759562,-79.52898,,,,,1
1237,4032,KEELE ST AT SNIDERCROFT RD,,43.78914,-79.496772,,,,,2
1238,1307,MCCOWAN RD AT MIDDLEFIELD RD,,43.798537,-79.262326,,,,,1
1239,170,BATHURST ST AT LYONSGATE DR,,43.74291,-79.435471,,,,,1
1240,8657,WESTHUMBER BLVD AT MARTIN GROVE RD EAST SIDE,,43.726076,-79.586183,,,,,1
1241,7149,SHEPPARD AVE EAST AT BAY MILLS BLVD,,43.779732,-79.304253,,,,,1
1242,2390,EGLINTON AVE WEST AT OLD FOREST HILL RD EAST SIDE,,43.701517,-79.422635,,,,,1
1243,9352,STEELES AVE EAST AT KENNEDY RD WEST SIDE,,43.823572,-79.308014,,,,,1
1244,9572,MCLEVIN AVE AT GREENSPIRE RD,,43.802967,-79.232641,,,,,1
1245,352,BELLAMY RD NORTH AT EGLINTON AVE EAST NORTH SIDE,,43.740808,-79.232113,,,,,1
1246,2786,KINGSTON RD AT MALVERN AVE,,43.680179,-79.292509,,,,,2
1247,8411,VAUGHAN RD AT HUMEWOOD DR,,43.688854,-79.428115,,,,,1
1248,8302,STEELES AVE WEST AT ROSSDEAN DR,,43.77169,-79.540441,,,,,1
1249,779,CHRISTIE ST AT YARMOUTH RD SOUTH SIDE,,43.669774,-79.420873,,,,,1
1250,3809,ISLINGTON AVE AT THE KINGSWAY,,43.668502,-79.534001,,,,,1
1251,13656,MARKHAM RD AT 16TH AVE,,43.89222,-79.264246,,,,,2
1252,5592,1051 MARTIN GROVE RD @ HIGHWAY 409,,43.700416,-79.574786,,,,,1
1253,8397,UPPER CANADA DR AT NORMANDALE CRES (WEST),,43.756564,-79.401291,,,,,1
1254,9501,MORNINGSIDE AVE AT HALFWAY AVE,,43.817963,-79.213964,,,,,1
1255,6082,SHEPPARD AVE WEST AT MIN AVE,,43.74017,-79.507022,,,,,1
1256,13365,COMMISSIONERS ST AT DON ROADWAY WEST SIDE,,43.648376,-79.34558,,,,,1
1257,9166,LESLIE ST AT SHEPPARD AVE EAST,,43.771988,-79.364284,,,,,1
1258,5151,LAKE SHORE BLVD WEST AT TENTH ST,,43.600149,-79.508464,,,,,1
1259,11071,MCNICOLL AVE AT MORBANK DR,,43.80908,-79.309021,,,,,2
1260,6810,QUEEN ST EAST AT SARAH ASHBRIDGE AVE,,43.667902,-79.309314,,,,,2
1261,7268,SHEPPARD AVE WEST AT BANGOR RD WEST SIDE,,43.760478,-79.415834,,,,,1
1262,133,BATHURST ST AT ELLERSLIE AVE NORTH SIDE,,43.765892,-79.440859,,,,,1
1263,6632,PARLIAMENT ST AT ADELAIDE ST EAST,,43.65363,-79.363673,,,,,1
1264,7587,CARLINGVIEW DR AT WORCESTER RD SOUTH SIDE,,43.693232,-79.598571,,,,,1
1265,1018,1245 DUPONT ST (GALLERIA PLAZA),,43.668186,-79.441213,,,,,2
1266,11494,YONGE ST AT ELMWOOD AVE,,43.766513,-79.412041,,,,,1
1267,6134,ST CLAIR AVE EAST AT MAYBOURNE AVE,,43.709322,-79.293836,,,,,1
1268,1123,GERRARD ST EAST AT KINGSMOUNT PARK RD,,43.679852,-79.312659,,,,,2
1269,2615,FINCH AVE WEST AT KISKADEE DR,,43.735181,-79.598262,,,,,1
1270,174,BATHURST ST AT MCALLISTER RD NORTH SIDE,,43.753523,-79.437869,,,,,1
1271,12926,700 ARROW RD,,43.745728,-79.529601,,,,,1
1272,7326,SHERBOURNE ST AT MAPLE AVE,,43.674764,-79.377651,,,,,2
1273,2542,636 FINCH AVE EAST (PLAZA),,43.787631,-79.380801,,,,,1
1274,7632,CURITY AVE AT CRANFIELD RD,,43.709232,-79.314043,,,,,2
1275,7987,MOORE AVE AT LUMLEY AVE,,43.695748,-79.376437,,,,,1
1277,7889,KEELE ST AT GLENLAKE AVE,,43.658499,-79.461694,,,,,2
1278,2079,DUFFERIN ST AT PRESTON RD SOUTH SIDE,,43.690529,-79.448215,,,,,1
1279,9291,DREWRY AVE AT FAIRCHILD AVE,,43.786095,-79.421833,,,,,1
1280,1985,THE DONWAY EAST AT WINGREEN CRT SOUTH SIDE,,43.739003,-79.341428,,,,,1
1281,2282,EGLINTON AVE EAST AT KINGSTON RD WEST SIDE,,43.744035,-79.212297,,,,,1
1282,855,80 COSBURN AVE,,43.689061,-79.350939,,,,,1
1283,9455,COSBURN AVE AT GLEBEMOUNT AVE,,43.695433,-79.321729,,,,,1
1284,8145,ST CLAIR AVE EAST AT WELLAND AVE,,43.691098,-79.379734,,,,,1
1285,9101,44 KODIAK CRES,,43.754928,-79.468091,,,,,1
1286,771,CHRISTIE ST AT DUPONT ST,,43.671773,-79.421734,,,,,1
1287,7407,VARNA DR AT RANEE AVE SOUTH SIDE,,43.72351,-79.445523,,,,,1
1288,7356,SPADINA AVE AT SULLIVAN ST NORTH SIDE,,43.651245,-79.397305,,,,,1
1289,4099,KENNEDY RD AT LOVERING RD,,43.79922,-79.295339,,,,,1
1291,510,BLOOR ST EAST AT THE EAST MALL,,43.636753,-79.556798,,,,,1
1292,3677,GREENWOOD AVE AT GERRARD ST EAST,,43.670796,-79.327863,,,,,1
1293,2702,HUMBERLINE DR AT CLAIREVILLE DR (NORTH),,43.746131,-79.622072,,,,,1
1294,10767,DOVERCOURT RD AT HALLAM ST,,43.667302,-79.431821,,,,,1
1295,9507,GATEWAY BLVD AT SUNNY GLENWAY (WEST),,43.710615,-79.331438,,,,,1
1296,13367,QUEENS QUAY WEST AT DAN LECKIE WAY WEST SIDE,,43.63648,-79.397345,,,,,2
1297,14275,OPPOSITE 2900 WARDEN AVE (BRIDLETOWN MALL),,43.799107,-79.316779,,,,,1
1298,5868,NORFINCH DR AT WALKWAY TO SHOREHAM DR,,43.766484,-79.530397,,,,,1
1299,5191,LAKE SHORE BLVD WEST AT MILES RD,,43.608197,-79.490247,,,,,1
1300,3064,QUEEN ST EAST AT PARLIAMENT ST,,43.655513,-79.364589,,,,,2
1301,3066,QUEEN ST EAST AT RIVER ST,,43.657247,-79.356696,,,,,2
1302,8704,WESTON RD AT CHURCH ST,,43.702977,-79.5251,,,,,1
1304,7127,SENLAC RD AT SHEPPARD AVE WEST,,43.759339,-79.422801,,,,,1
1305,1920,DON MILLS RD AT THE DONWAY EAST (NORTH),,43.74067,-79.344186,,,,,1
1306,2994,PAPE AVE AT FLOYD AVE,,43.687594,-79.348215,,,,,1
1307,7678,ELLESMERE RD AT BIRCHMOUNT RD,,43.763225,-79.29164,,,,,1
1308,3149,TRETHEWEY DR AT TEDDER ST,,43.69741,-79.49879,,,,,2
1309,9137,CALVINGTON DR AT DALRAITH RD EAST SIDE,,43.731987,-79.49005,,,,,1
1310,3125,53 ST REGIS CRES (SOUTH),,43.754721,-79.485528,,,,,2
1311,3761,ISLINGTON AVE AT AYLESBURY RD,,43.666522,-79.533098,,,,,1
1312,4912,COXWELL AVE AT SAMMON AVE,,43.688661,-79.32571,,,,,1
1313,3428,CHESSWOOD DR AT FINCH AVE WEST SOUTH SIDE,,43.76577,-79.477245,,,,,1
1314,9740,BARBER GREENE RD AT DON MILLS RD WEST SIDE,,43.727634,-79.341566,,,,,1
1315,3646,GELNCAIRN AVE AT DALEMOUNT AVE,,43.711301,-79.432806,,,,,1
1316,3788,ISLINGTON AVE AT FAIRWAY RD NORTH SIDE,,43.655037,-79.527876,,,,,1
1317,4821,BRIMLEY RD AT FINCH AVE EAST,,43.805346,-79.277061,,,,,1
1318,3284,1919 ALBION RD,,43.746294,-79.619366,,,,,1
1319,6086,SHEPPARD AVE WEST AT RIVALDA RD,,43.734808,-79.533733,,,,,1
1320,165,BATHURST ST AT LAWRENCE AVE WEST,,43.719085,-79.429606,,,,,1
1321,1837,DANFORTH AVE AT SIBLEY AVE,,43.690351,-79.292467,,,,,1
1322,3527,DUNDAS ST WEST AT WILLARD AVE WEST SIDE,,43.665681,-79.48875,,,,,1
1324,7297,SHEPPARD AVE WEST AT WELBECK RD,,43.759659,-79.419495,,,,,1
1325,7752,OPPOSITE 15 FENMAR DR,,43.75928,-79.535498,,,,,2
1326,6588,MIDDLEFIELD RD AT MCNICOLL AVE,,43.820307,-79.262228,,,,,1
1327,5276,LAWRENCE AVE EAST AT HOWDEN RD,,43.746987,-79.287815,,,,,1
1328,1349,OPPOSITE 525 MILNER AVE,,43.792557,-79.226813,,,,,1
1329,1939,DON MILLS RD AT GOODVIEW RD,,43.783996,-79.353006,,,,,1
1330,3362,BRIMLEY RD SOUTH AT KINGSTON RD SOUTH SIDE,,43.717717,-79.240215,,,,,2
1331,6433,HUNTINGWOOD DR AT BRIMLEY RD,,43.798514,-79.273093,,,,,1
1332,13596,CRANSTON PARK AVE AT PRINCETON GATE,,43.866915,-79.529838,,,,,1
1333,11096,SCARBOROUGH GOLF CLUB RD AT BRIMORTON DR,,43.769693,-79.218514,,,,,1
1334,5710,MIDLAND AVE AT KILCULLEN CASTLE GATE SOUTH SIDE,,43.809504,-79.28999,,,,,1
1335,7982,MILLWOOD RD AT VILLAGE STATION RD,,43.701937,-79.35777,,,,,1
1338,8940,YONGE BLVD AT ESGORE DR SOUTH SIDE,,43.740706,-79.414695,,,,,1
1339,5664,MCCOWAN RD AT BRIMORTON DR,,43.76559,-79.249107,,,,,1
1340,5610,MARTIN GROVE RD AT EGLINTON AVE WEST NORTH SIDE,,43.674899,-79.563158,,,,,1
1341,2255,EGLINTON AVE EAST AT BRUCE PARK AVE,,43.710528,-79.38007,,,,,1
1342,4309,KIPLING AVE AT FARR AVE NORTH SIDE,,43.74434,-79.582418,,,,,1
1343,301,BAYVIEW AVE AT HEATHCOTE AVE,,43.752056,-79.384793,,,,,2
1344,5367,LAWRENCE AVE WEST AT DUVAL DR,,43.709838,-79.47443,,,,,1
1345,2875,1050 MCNICOLL AVE,,43.804051,-79.331449,,,,,1
1346,12197,KENNEDY RD AT PURCELL SQ SOUTH SIDE,,43.817104,-79.304234,,,,,1
1347,6880,THE QUEENSWAY AT SMITH CRES,,43.625691,-79.505857,,,,,1
1348,9328,BALDOON RD AT CROW TRAIL,,43.813493,-79.231666,,,,,1
1349,8895,WILSON HEIGHTS BLVD AT CLIFTON AVE,,43.758725,-79.462816,,,,,1
1350,8918,WOODBINE AVE AT GERRARD ST EAST,,43.680707,-79.310683,,,,,1
1351,6079,SHEPPARD AVE WEST AT LAURA RD,,43.73796,-79.519972,,,,,1
1352,898,DANFORTH AVE AT LINSMORE CRES,,43.681916,-79.329936,,,,,1
1353,5168,LAKE SHORE BLVD WEST AT THIRD ST,,43.601881,-79.500644,,,,,2
1354,9833,STEELES AVE EAST AT BRIMLEY RD,,43.828453,-79.286761,,,,,1
1355,13598,CRAIGTON DR AT TESTON RD,,43.87024,-79.529573,,,,,1
1356,9069,YORK MILLS RD AT BAYVIEW AVE WEST SIDE,,43.748012,-79.38482,,,,,1
1357,9441,DANFORTH RD AT WARDEN AVE,,43.697673,-79.27478,,,,,1
1358,7766,230 IAN MACDONALD BLVD,,43.77589,-79.50673,,,,,2
1359,7451,WINDERMERE AVE AT COE HILL DR,,43.641355,-79.474496,,,,,1
1360,2652,GELNORCHY RD AT SAINTFIELD AVE SOUTH SIDE,,43.728129,-79.365018,,,,,1
1362,2346,EGLINTON AVE WEST AT ELMSTHORPE AVE,,43.703986,-79.411031,,,,,1
1363,8796,WILLOWDALE AVE AT CENTRE AVE,,43.793164,-79.412067,,,,,2
1364,7154,SHEPPARD AVE EAST AT BIRCHMOUNT RD,,43.780898,-79.298316,,,,,1
1365,3177,WILMINGTON AVE AT CODSELL AVE,,43.755348,-79.453833,,,,,1
1366,5567,MARKHAM RD AT KINGSTON RD,,43.738918,-79.217295,,,,,1
1367,7857,HUMBER COLLEGE BLVD AT FINCH AVE WEST SOUTH SIDE,,43.733724,-79.610125,,,,,1
1368,401,BIRCHMOUNT RD AT DENISON ST,,43.83295,-79.318942,,,,,2
1369,12602,MARKHAM RD AT MCNICOLL AVE,,43.824137,-79.24807,,,,,2
1370,6966,ROXALINE ST AT ROYALEIGH AVE,,43.699434,-79.530254,,,,,2
1371,8824,WILLOWDALE AVE AT SILVERVIEW DR,,43.786836,-79.409567,,,,,1
1372,6956,ROCKCLIFFE BLVD AT CAESAR AVE NORTH SIDE,,43.679288,-79.490328,,,,,2
1373,3759,ISLINGTON AVE AT AVIEMORE DR,,43.748515,-79.56842,,,,,1
1374,3434,CHESSWOOD DR AT VANLEY CRES (SOUTH),,43.759437,-79.478035,,,,,1
1375,2465,FAYWOOD BLVD AT CLANTON PARK RD,,43.743624,-79.448645,,,,,1
1376,3712,HORNER AVE AT BETA ST,,43.603349,-79.538339,,,,,1
1377,9812,SHEPPARD AVE EAST AT VANDORF ST,,43.803129,-79.155958,,,,,1
1378,2813,LAWRENCE AVE EAST AT BLAINE DR,,43.734802,-79.359098,,,,,1
1379,1484,RATHBURN RD AT IVYBRIDGE DR WEST SIDE,,43.648502,-79.585228,,,,,2
1380,11695,SHAW ST AT KING ST WEST NORTH SIDE,,43.641789,-79.415098,,,,,1
1381,4733,YONGE ST AT ST CLAIR AVE EAST,,43.687912,-79.39393,,,,,1
1382,8810,WILLOWDALE AVE AT KINGSDALE AVE,,43.772229,-79.40306,,,,,1
1383,3935,JANE ST AT WESTON RD,,43.69169,-79.501113,,,,,2
1384,4786,AVENUE RD AT LAWRENCE AVE WEST,,43.722074,-79.415353,,,,,1
1385,2186,DUNDAS ST WEST AT SHERIDAN AVE,,43.649725,-79.433862,,,,,2
1386,8415,VAUGHAN RD AT LOUISE AVE,,43.684175,-79.421234,,,,,1
1387,2376,EGLINTON AVE WEST AT LITTLE BLVD,,43.693751,-79.458683,,,,,1
1389,4141,KING ST EAST AT PARLIAMENT ST,,43.652902,-79.363009,,,,,2
1390,8997,YONGE ST AT GLENGROVE AVE EAST,,43.719356,-79.400928,,,,,1
1391,11784,PARKSIDE DR AT HIGH PARK BLVD,,43.644985,-79.456362,,,,,2
1392,8365,THORNCLIFFE PARK DR (EAST) AT THORNCLIFFE PARK DR SOUTH SIDE,,43.708862,-79.3443,,,,,1
1393,9447,DONLANDS AVE AT MILLWOOD RD,,43.697186,-79.348914,,,,,1
1395,8713,WESTON RD AT CRAYDON AVE,,43.690364,-79.498482,,,,,1
1396,7033,ROYAL YORK RD AT TREHORNE DR SOUTH SIDE,,43.690023,-79.530095,,,,,1
1397,7117,SENLAC RD AT ELMHURST AVE SOUTH SIDE,,43.760323,-79.423206,,,,,1
1398,4164,KING ST WEST AT DOWLING AVE,,43.636554,-79.4388,,,,,2
1399,11293,FINCH AVE WEST AT HIGHWAY 27 WEST SIDE,,43.73404,-79.604093,,,,,1
1400,6306,90 COMMANDER BLVD,,43.793734,-79.266286,,,,,1
1401,8478,VICTORIA PARK AVE AT LAWRENCE AVE EAST,,43.742311,-79.310015,,,,,1
1402,5472,LESLIE ST AT RIPPLETON RD,,43.742678,-79.357897,,,,,2
1403,811,COLLEGE ST AT BATHURST ST,,43.656346,-79.407849,,,,,2
1404,6884,THE QUEENSWAY AT THE EAST MALL,,43.616264,-79.546529,,,,,1
1405,50,AVENUE RD AT BOSWELL AVE,,43.67262,-79.395612,,,,,2
1406,1889,DAWES RD AT DENTONIA PARK AVE,,43.692247,-79.297143,,,,,2
1407,3339,BELFIELD RD AT MCCULLOCH AVE,,43.702461,-79.573127,,,,,1
1408,12100,CORPORATE DR AT LEE CENTRE DR (WEST),,43.780451,-79.247156,,,,,1
1410,261,BAY ST AT QUEEN ST WEST,,43.651793,-79.38148,,,,,1
1411,8341,TEAK AVE AT CARNFORTH RD,,43.737388,-79.317608,,,,,1
1412,6490,KINGSTON RD AT MANSE RD,,43.774716,-79.178087,,,,,2
1413,250,BAY ST AT GROSVENOR ST,,43.662389,-79.386228,,,,,1
1414,1410,OCONNOR DR AT DERWYN RD,,43.696485,-79.335017,,,,,1
1415,2069,DUFFERIN ST AT LAWRENCE AVE WEST NORTH SIDE,,43.714436,-79.454628,,,,,1
1416,2158,DUNDAS ST WEST AT DOVERCOURT RD,,43.64939,-79.42482,,,,,2
1417,5599,MARTIN GROVE RD AT BETHRIDGE RD NORTH SIDE,,43.707829,-79.578141,,,,,1
1419,4204,KINGSTON RD AT BELLAMY RD SOUTH,,43.732375,-79.224471,,,,,1
1420,1478,333 RATHBURN RD AT WALKWAY TO ALANMEADE CRES,,43.656171,-79.558726,,,,,1
1421,13956,ROYWOOD DR AT MARBURY CRES (EAST),,43.76423,-79.333863,,,,,1
1422,8546,WARDEN AVE AT CASS AVE,,43.775811,-79.306348,,,,,1
1423,8430,VICTORIA PARK AVE AT AMSTERDAM AVE,,43.715121,-79.298514,,,,,1
1424,11186,ADELAIDE ST WEST AT CHURCH ST EAST SIDE,,43.651251,-79.374193,,,,,1
1425,7152,SHEPPARD AVE EAST AT BAYVIEW AVE EAST SIDE (BAYVIEW STATION),,43.766718,-79.387449,,,,,1
1426,4307,KIPLING AVE AT EVANS AVE NORTH SIDE,,43.616338,-79.524762,,,,,1
1427,5838,MT PLEASANT RD AT ROSLIN AVE,,43.730322,-79.398232,,,,,1
1428,14121,ISLINGTON AVE AT REXDALE BLVD SOUTH SIDE,,43.715114,-79.55524,,,,,1
1429,12039,QUEENS PLATE DR WEST AT JANDA CRT,,43.722773,-79.601541,,,,,1
1430,3304,BARKDENE HILL AT BROOKLAWN AVE,,43.716606,-79.233788,,,,,2
1431,8048,68 RAILSIDE RD,,43.73795,-79.322332,,,,,1
1432,7133,SHEPPARD AVE EAST AT WALKWAY TO BURROWS HALL BLVD,,43.796986,-79.223012,,,,,1
1433,1028,DUPONT ST AT SPADINA RD (DUPONT STATION) WEST SIDE,,43.674863,-79.4074,,,,,1
1434,5545,MAPLE LEAF DR AT JANE ST,,43.709364,-79.505335,,,,,1
1435,4469,MARKHAM RD AT MILNER AVE,,43.78983,-79.237335,,,,,1
1436,2532,FINCH AVE EAST AT MIDDLEFIELD RD,,43.809755,-79.257935,,,,,1
1437,2769,KINGSTON RD AT BRINLOOR BLVD,,43.741334,-79.214514,,,,,2
1438,6343,DAVEAN DR AT WOODSWORTH RD WEST SIDE,,43.762651,-79.364603,,,,,1
1439,11524,ROYALCREST RD AT LEADING RD EAST SIDE,,43.750442,-79.607096,,,,,2
1440,2379,EGLINTON AVE WEST AT MARLEE AVE,,43.697931,-79.439508,,,,,1
1441,541,BLOOR ST WEST AT MAPLEDAWN RD,,43.632869,-79.573253,,,,,1
1443,5373,LAWRENCE AVE WEST AT GOOD SHEPHERD CRT,,43.713153,-79.458628,,,,,1
1444,7348,SPADINA RD AT DAVENPORT RD,,43.677146,-79.407959,,,,,2
1445,2275,EGLINTON AVE EAST AT IONVIEW RD,,43.731273,-79.27128,,,,,1
1447,9456,COSBURN AVE AT WOODBINE AVE,,43.696318,-79.317559,,,,,1
1448,572,BLOOR ST WEST AT QUEBEC AVE,,43.653314,-79.466708,,,,,1
1449,3927,JANE ST AT ST CLAIR AVE WEST,,43.667672,-79.49208,,,,,2
1450,3337,BELFIELD RD AT MARTIN GROVE RD,,43.701729,-79.576028,,,,,1
1451,13600,TESTON RD AT KEELE ST,,43.873202,-79.516931,,,,,1
1452,7578,CARLINGVIEW DR AT DIXON RD,,43.687039,-79.595773,,,,,1
1453,8448,VICTORIA PARK AVE AT DEANVAR AVE SOUTH SIDE,,43.745163,-79.310959,,,,,1
1454,7088,SCARLETT RD AT EGLINTON AVE WEST,,43.683715,-79.511038,,,,,1
1455,9689,GERRARD ST EAST AT CLONMORE DR,,43.688549,-79.278706,,,,,1
1456,6692,PHARMACY AVE AT DEWEY DR,,43.755114,-79.309472,,,,,1
1457,4885,CHURCH ST AT UPHILL AVE,,43.708511,-79.5087,,,,,1
1458,6081,SHEPPARD AVE WEST AT MAGELLAN DR,,43.739555,-79.509799,,,,,1
1459,837,COLLEGE ST AT MCCAUL ST,,43.659071,-79.39372,,,,,2
1461,8917,WOODBINE AVE AT EASTWOOD RD,,43.676586,-79.309074,,,,,1
1462,2313,EGLINTON AVE EAST AT SUTHERLAND DR,,43.7132,-79.366979,,,,,1
1463,9679,BRIMLEY RD AT STEELES AVE EAST NORTH SIDE,,43.828856,-79.287114,,,,,1
1464,9784,STEELES AVE EAST AT WALKWAY TO SCOVILLE SQ,,43.827863,-79.28874,,,,,1
1465,4095,KENNEDY RD AT LAWRENCE AVE EAST,,43.749289,-79.274707,,,,,1
1466,8595,WARDEN AVE AT MINFORD AVE NORTH SIDE,,43.737216,-79.291293,,,,,1
1467,6275,111 CACTUS AVE,,43.791806,-79.433876,,,,,1
1468,4695,VICTORIA PARK AVE AT SWANWICK AVE,,43.684909,-79.28568,,,,,2
1469,892,DANFORTH AVE AT GREENWOOD AVE,,43.681365,-79.332471,,,,,1
1471,2686,GUILDWOOD PKWY AT PRINCE PHILLIP BLVD,,43.746248,-79.202982,,,,,1
1472,9446,DONLANDS AVE AT WOLVERTON AVE,,43.696245,-79.345607,,,,,1
1473,10535,WARDEN AVE AT STEELES AVE EAST,,43.819321,-79.32422,,,,,1
1474,709,CALEDONIA RD AT CARTWRIGHT AVE,,43.721696,-79.469256,,,,,1
1475,2960,MORNINGSIDE AVE AT MILNER AVE,,43.800426,-79.199305,,,,,1
1476,6798,PRITCHARD AVE AT JANE ST EAST SIDE,,43.669586,-79.49244,,,,,2
1477,282,BAYVIEW AVE AT BYNG AVE NORTH SIDE,,43.782214,-79.391396,,,,,1
1478,11516,MAPLE LEAF DR AT ROADWAY TO 290-300 QUEENS DR APARTMENTS,,43.70971,-79.50245,,,,,1
1479,2168,DUNDAS ST WEST AT HURON ST,,43.653244,-79.396247,,,,,2
1480,2839,BINGHAM LOOP,,43.681563,-79.284917,,,,,2
1481,6755,PHARMACY AVE AT STELLARTON RD,,43.713797,-79.292695,,,,,1
1483,9650,LAWRENCE AVE EAST AT MCCOWAN RD,,43.755711,-79.245278,,,,,1
1484,8417,VAUGHAN RD AT MAPLEWOOD AVE SOUTH SIDE,,43.685603,-79.422064,,,,,1
1485,7722,ELLESMERE RD AT DUNDALK DR WEST SIDE,,43.765182,-79.284354,,,,,1
1486,4076,KENNEDY RD AT CORNWALLIS DR SOUTH SIDE,,43.7516,-79.275809,,,,,1
1487,8489,OPPOSITE 2791 VICTORIA PARK AVE,,43.782187,-79.326394,,,,,1
1488,10260,MORNINGSTAR DR AT COLLETT RD,,43.710205,-79.649665,,,,,2
1489,5354,LAWRENCE AVE WEST AT CORONA ST WEST SIDE,,43.714448,-79.452231,,,,,2
1490,6504,LAMBTON AVE AT GUESTVILLE AVE,,43.682918,-79.489457,,,,,2
1491,5829,MT PLEASANT RD AT LAWRENCE CRES,,43.724062,-79.396457,,,,,1
1492,5390,LAWRENCE AVE WEST AT MARLEE AVE WEST SIDE,,43.71559,-79.447093,,,,,1
1493,3233,YONGE ST AT IRWIN AVE,,43.666764,-79.385393,,,,,1
1494,8149,ST CLAIR AVE WEST AT AVENUE RD EAST SIDE,,43.686654,-79.400868,,,,,2
1495,7020,ROYAL YORK RD AT CASTLEBAR RD SOUTH SIDE,,43.632437,-79.505201,,,,,1
1496,4586,ROSELAWN AVE AT CHAPLIN CRES,,43.705566,-79.424179,,,,,1
1497,864,COSBURN AVE AT TODMORDEN LANE,,43.690181,-79.345225,,,,,1
1498,13664,MARKHAM RD AT HIGH GLEN AVE,,43.851365,-79.254682,,,,,1
1499,10673,ORMSKIRK AVE AT RIPLEY AVE EAST SIDE,,43.639248,-79.475841,,,,,1
1500,4854,CARLAW AVE AT DUNDAS ST EAST,,43.664769,-79.34152,,,,,2
1501,12062,CLAYSON RD AT BARTOR RD (SOUTH) SOUTH SIDE,,43.720589,-79.524362,,,,,1
1502,8616,WARDEN AVE AT WALKWAY TO SEAGRAVE CRES,,43.80916,-79.322156,,,,,1
1503,4971,DIXON RD AT CHETTA PL,,43.696036,-79.55167,,,,,1
1504,387,BIRCHMOUNT RD AT CANADIAN RD,,43.7615,-79.290718,,,,,2
1505,5440,LESLIE ST AT EGLINTON AVE EAST,,43.717813,-79.350413,,,,,2
1506,1353,44 MILNER AVE,,43.785108,-79.253603,,,,,2
1507,283,BAYVIEW AVE AT BYNG AVE SOUTH SIDE,,43.781563,-79.391459,,,,,1
1509,7466,YORK MILLS RD AT BANBURY RD (EAST),,43.752638,-79.365267,,,,,1
1510,4835,BRIMLEY RD AT WALKWAY TO GOLDHAWK TRAIL,,43.818634,-79.283055,,,,,1
1512,1680,ALBION RD AT BEAUMONDE HEIGHTS PARK WEST SIDE,,43.738708,-79.57364,,,,,2
1513,7061,RUNNYMEDE RD AT GLENWOOD AVE,,43.657156,-79.478844,,,,,1
1515,12087,WESTON RD AT BLUE WILLOW DR,,43.795751,-79.549129,,,,,1
1516,8692,3636 WESTON RD,,43.759038,-79.544194,,,,,1
1517,5101,GARY DR AT LANGSIDE AVE,,43.711275,-79.518273,,,,,1
1518,7378,SUMMERHILL AVE AT MACLENNAN AVE,,43.685718,-79.377685,,,,,2
1519,7557,BIRCHMOUNT RD AT RALEIGH AVE,,43.701778,-79.265854,,,,,1
1520,2869,MCCAUL ST AT QUEEN ST WEST,,43.650347,-79.38983,,,,,2
1521,2830,LESMILL RD AT YORK MILLS RD NORTH SIDE,,43.755092,-79.352124,,,,,1
1522,7738,ERINGATE DR AT SANCTBURY PL,,43.661636,-79.578658,,,,,1
1523,1269,MARKLAND DR (WEST) AT BLOOR ST WEST NORTH SIDE,,43.62965,-79.580233,,,,,1
1524,9188,YORK MILLS RD AT BAYVIEW AVE,,43.747887,-79.384483,,,,,1
1525,6536,MACLENNAN AVE AT DOUGLAS DR,,43.684719,-79.377768,,,,,1
1526,25,ANNETTE ST AT DURIE ST,,43.659635,-79.482198,,,,,1
1527,1596,STEELES AVE WEST AT PETROLIA RD,,43.78242,-79.490253,,,,,1
1528,3983,KEELE ST AT GEORGE APPLETON WAY SOUTH SIDE,,43.724535,-79.48183,,,,,1
1529,4206,KINGSTON RD AT BIRCHCLIFF AVE,,43.691601,-79.264665,,,,,1
1530,6681,PHARMACY AVE AT COMSTOCK RD,,43.719199,-79.294825,,,,,1
1533,4662,TAPSCOTT RD AT LIGHTHALL CRES NORTH SIDE,,43.810949,-79.235598,,,,,1
1535,8152,ST CLAIR AVE WEST AT BATHURST ST,,43.683012,-79.418416,,,,,1
1536,3656,GLENCAIRN AVE AT GLENMOUNT AVE,,43.71184,-79.430413,,,,,2
